,team,season,wins,losses,ties,games_played,winning_pct,index
1005,Florida International,2015,5,7,0,12,0.4166666666666667,1005
1006,Florida International,2016,4,8,0,12,0.3333333333333333,1006
1007,Florida International,2017,8,5,0,13,0.6153846153846154,1007
1008,Florida International,2018,9,4,0,13,0.6923076923076923,1008
1009,Florida International,2019,6,8,0,14,0.42857142857142855,1009
1010,Florida International,2020,0,5,0,5,0.0,1010
1011,Florida International,2021,1,11,0,12,0.08333333333333333,1011
1012,Florida International,2022,4,8,0,12,0.3333333333333333,1012
1013,Florida International,2023,4,8,0,12,0.3333333333333333,1013
1014,Florida State,1990,9,2,0,11,0.8181818181818182,1014
1015,Florida State,1991,10,2,0,12,0.8333333333333334,1015
1016,Florida State,1992,10,1,0,11,0.9090909090909091,1016
1017,Florida State,1993,11,1,0,12,0.9166666666666666,1017
1018,Florida State,1994,9,1,1,11,0.8636363636363636,1018
1019,Florida State,1995,9,2,0,11,0.8181818181818182,1019
1020,Florida State,1996,11,0,0,11,1.0,1020
1021,Florida State,1997,10,1,0,11,0.9090909090909091,1021
1022,Florida State,1998,11,1,0,12,0.9166666666666666,1022
1023,Florida State,1999,11,0,0,11,1.0,1023
1024,Florida State,2000,11,1,0,12,0.9166666666666666,1024
1025,Florida State,2001,7,4,0,11,0.6363636363636364,1025
1026,Florida State,2002,9,5,0,14,0.6428571428571429,1026
1027,Florida State,2003,10,3,0,13,0.7692307692307693,1027
1028,Florida State,2004,9,3,0,12,0.75,1028
1029,Florida State,2005,8,5,0,13,0.6153846153846154,1029
1030,Florida State,2006,8,6,0,14,0.5714285714285714,1030
1031,Florida State,2007,7,6,0,13,0.5384615384615384,1031
1032,Florida State,2008,9,4,0,13,0.6923076923076923,1032
1033,Florida State,2009,7,6,0,13,0.5384615384615384,1033
1034,Florida State,2010,10,4,0,14,0.7142857142857143,1034
1035,Florida State,2011,9,4,0,13,0.6923076923076923,1035
1036,Florida State,2012,12,2,0,14,0.8571428571428571,1036
1037,Florida State,2013,14,0,0,14,1.0,1037
1038,Florida State,2014,13,1,0,14,0.9285714285714286,1038
1039,Florida State,2015,10,3,0,13,0.7692307692307693,1039
1040,Florida State,2016,10,3,0,13,0.7692307692307693,1040
1041,Florida State,2017,7,6,0,13,0.5384615384615384,1041
1042,Florida State,2018,5,7,0,12,0.4166666666666667,1042
1043,Florida State,2019,6,7,0,13,0.46153846153846156,1043
1044,Florida State,2020,3,6,0,9,0.3333333333333333,1044
1045,Florida State,2021,5,7,0,12,0.4166666666666667,1045
1046,Florida State,2022,10,3,0,13,0.7692307692307693,1046
1047,Florida State,2023,13,1,0,14,0.9285714285714286,1047
1048,Fresno State,1990,8,2,1,11,0.7727272727272727,1048
1049,Fresno State,1991,10,1,0,11,0.9090909090909091,1049
1050,Fresno State,1992,8,4,0,12,0.6666666666666666,1050
1051,Fresno State,1993,8,3,0,11,0.7272727272727273,1051
1052,Fresno State,1994,5,7,1,13,0.4230769230769231,1052
1053,Fresno State,1995,5,7,0,12,0.4166666666666667,1053
1054,Fresno State,1996,4,7,0,11,0.36363636363636365,1054
1055,Fresno State,1997,6,6,0,12,0.5,1055
1056,Fresno State,1998,5,6,0,11,0.45454545454545453,1056
1057,Fresno State,1999,8,4,0,12,0.6666666666666666,1057
1058,Fresno State,2000,7,4,0,11,0.6363636363636364,1058
1059,Fresno State,2001,11,2,0,13,0.8461538461538461,1059
1060,Fresno State,2002,9,5,0,14,0.6428571428571429,1060
1061,Fresno State,2003,9,5,0,14,0.6428571428571429,1061
1062,Fresno State,2004,9,3,0,12,0.75,1062
1063,Fresno State,2005,8,5,0,13,0.6153846153846154,1063
1064,Fresno State,2006,4,8,0,12,0.3333333333333333,1064
1065,Fresno State,2007,9,4,0,13,0.6923076923076923,1065
1066,Fresno State,2008,7,6,0,13,0.5384615384615384,1066
1067,Fresno State,2009,8,5,0,13,0.6153846153846154,1067
1068,Fresno State,2010,8,5,0,13,0.6153846153846154,1068
1069,Fresno State,2011,4,9,0,13,0.3076923076923077,1069
1070,Fresno State,2012,9,4,0,13,0.6923076923076923,1070
1071,Fresno State,2013,12,2,0,14,0.8571428571428571,1071
1072,Fresno State,2014,6,8,0,14,0.42857142857142855,1072
1073,Fresno State,2015,3,9,0,12,0.25,1073
1074,Fresno State,2016,1,11,0,12,0.08333333333333333,1074
1075,Fresno State,2017,10,4,0,14,0.7142857142857143,1075
1076,Fresno State,2018,12,2,0,14,0.8571428571428571,1076
1077,Fresno State,2019,4,8,0,12,0.3333333333333333,1077
1078,Fresno State,2020,3,3,0,6,0.5,1078
1079,Fresno State,2021,10,3,0,13,0.7692307692307693,1079
1080,Fresno State,2022,10,4,0,14,0.7142857142857143,1080
1081,Fresno State,2023,9,4,0,13,0.6923076923076923,1081
1082,Georgia,1990,4,7,0,11,0.36363636363636365,1082
1083,Georgia,1991,8,3,0,11,0.7272727272727273,1083
1084,Georgia,1992,9,2,0,11,0.8181818181818182,1084
1085,Georgia,1993,5,6,0,11,0.45454545454545453,1085
1086,Georgia,1994,6,4,1,11,0.5909090909090909,1086
1087,Georgia,1995,6,5,0,11,0.5454545454545454,1087
1088,Georgia,1996,5,6,0,11,0.45454545454545453,1088
1089,Georgia,1997,9,2,0,11,0.8181818181818182,1089
1090,Georgia,1998,8,3,0,11,0.7272727272727273,1090
1091,Georgia,1999,7,4,0,11,0.6363636363636364,1091
1092,Georgia,2000,7,4,0,11,0.6363636363636364,1092
1093,Georgia,2001,8,3,0,11,0.7272727272727273,1093
1094,Georgia,2002,13,1,0,14,0.9285714285714286,1094
1095,Georgia,2003,11,3,0,14,0.7857142857142857,1095
1096,Georgia,2004,10,2,0,12,0.8333333333333334,1096
1097,Georgia,2005,10,3,0,13,0.7692307692307693,1097
1098,Georgia,2006,9,4,0,13,0.6923076923076923,1098
1099,Georgia,2007,11,2,0,13,0.8461538461538461,1099
1100,Georgia,2008,10,3,0,13,0.7692307692307693,1100
1101,Georgia,2009,8,5,0,13,0.6153846153846154,1101
1102,Georgia,2010,6,8,0,14,0.42857142857142855,1102
1103,Georgia,2011,10,4,0,14,0.7142857142857143,1103
1104,Georgia,2012,12,2,0,14,0.8571428571428571,1104
1105,Georgia,2013,8,5,0,13,0.6153846153846154,1105
1106,Georgia,2014,10,3,0,13,0.7692307692307693,1106
1107,Georgia,2015,10,3,0,13,0.7692307692307693,1107
1108,Georgia,2016,8,5,0,13,0.6153846153846154,1108
1109,Georgia,2017,13,2,0,15,0.8666666666666667,1109
1110,Georgia,2018,11,3,0,14,0.7857142857142857,1110
1111,Georgia,2019,12,2,0,14,0.8571428571428571,1111
1112,Georgia,2020,8,2,0,10,0.8,1112
1113,Georgia,2021,14,1,0,15,0.9333333333333333,1113
1114,Georgia,2022,15,0,0,15,1.0,1114
1115,Georgia,2023,13,1,0,14,0.9285714285714286,1115
1116,Georgia Southern,2014,9,3,0,12,0.75,1116
1117,Georgia Southern,2015,9,4,0,13,0.6923076923076923,1117
1118,Georgia Southern,2016,5,7,0,12,0.4166666666666667,1118
1119,Georgia Southern,2017,2,10,0,12,0.16666666666666666,1119
1120,Georgia Southern,2018,10,3,0,13,0.7692307692307693,1120
1121,Georgia Southern,2019,7,6,0,13,0.5384615384615384,1121
1122,Georgia Southern,2020,8,5,0,13,0.6153846153846154,1122
1123,Georgia Southern,2021,3,9,0,12,0.25,1123
1124,Georgia Southern,2022,6,7,0,13,0.46153846153846156,1124
1125,Georgia Southern,2023,6,7,0,13,0.46153846153846156,1125
1126,Georgia State,2013,0,12,0,12,0.0,1126
1127,Georgia State,2014,1,11,0,12,0.08333333333333333,1127
1128,Georgia State,2015,6,7,0,13,0.46153846153846156,1128
1129,Georgia State,2016,3,9,0,12,0.25,1129
1130,Georgia State,2017,7,5,0,12,0.5833333333333334,1130
1131,Georgia State,2018,2,10,0,12,0.16666666666666666,1131
1132,Georgia State,2019,7,6,0,13,0.5384615384615384,1132
1133,Georgia State,2020,6,4,0,10,0.6,1133
1134,Georgia State,2021,8,5,0,13,0.6153846153846154,1134
1135,Georgia State,2022,4,8,0,12,0.3333333333333333,1135
1136,Georgia State,2023,7,6,0,13,0.5384615384615384,1136
1137,Georgia Tech,1990,10,0,1,11,0.9545454545454546,1137
1138,Georgia Tech,1991,7,5,0,12,0.5833333333333334,1138
1139,Georgia Tech,1992,5,6,0,11,0.45454545454545453,1139
1140,Georgia Tech,1993,5,6,0,11,0.45454545454545453,1140
1141,Georgia Tech,1994,1,10,0,11,0.09090909090909091,1141
1142,Georgia Tech,1995,6,5,0,11,0.5454545454545454,1142
1143,Georgia Tech,1996,5,6,0,11,0.45454545454545453,1143
1144,Georgia Tech,1997,6,5,0,11,0.5454545454545454,1144
1145,Georgia Tech,1998,9,2,0,11,0.8181818181818182,1145
1146,Georgia Tech,1999,8,3,0,11,0.7272727272727273,1146
1147,Georgia Tech,2000,9,2,0,11,0.8181818181818182,1147
1148,Georgia Tech,2001,7,5,0,12,0.5833333333333334,1148
1149,Georgia Tech,2002,7,6,0,13,0.5384615384615384,1149
1150,Georgia Tech,2003,7,6,0,13,0.5384615384615384,1150
1151,Georgia Tech,2004,7,5,0,12,0.5833333333333334,1151
1152,Georgia Tech,2005,7,5,0,12,0.5833333333333334,1152
1153,Georgia Tech,2006,9,5,0,14,0.6428571428571429,1153
1154,Georgia Tech,2007,7,6,0,13,0.5384615384615384,1154
1155,Georgia Tech,2008,9,4,0,13,0.6923076923076923,1155
1156,Georgia Tech,2009,11,3,0,14,0.7857142857142857,1156
1157,Georgia Tech,2010,6,7,0,13,0.46153846153846156,1157
1158,Georgia Tech,2011,8,5,0,13,0.6153846153846154,1158
1159,Georgia Tech,2012,7,7,0,14,0.5,1159
1160,Georgia Tech,2013,7,6,0,13,0.5384615384615384,1160
1161,Georgia Tech,2014,11,3,0,14,0.7857142857142857,1161
1162,Georgia Tech,2015,3,9,0,12,0.25,1162
1163,Georgia Tech,2016,9,4,0,13,0.6923076923076923,1163
1164,Georgia Tech,2017,5,6,0,11,0.45454545454545453,1164
1165,Georgia Tech,2018,7,6,0,13,0.5384615384615384,1165
1166,Georgia Tech,2019,3,9,0,12,0.25,1166
1167,Georgia Tech,2020,3,7,0,10,0.3,1167
1168,Georgia Tech,2021,3,9,0,12,0.25,1168
1169,Georgia Tech,2022,5,7,0,12,0.4166666666666667,1169
1170,Georgia Tech,2023,7,6,0,13,0.5384615384615384,1170
1171,Hawaii,1990,7,5,0,12,0.5833333333333334,1171
1172,Hawaii,1991,4,7,1,12,0.375,1172
1173,Hawaii,1992,10,2,0,12,0.8333333333333334,1173
1174,Hawaii,1993,6,6,0,12,0.5,1174
1175,Hawaii,1994,3,8,1,12,0.2916666666666667,1175
1176,Hawaii,1995,4,8,0,12,0.3333333333333333,1176
1177,Hawaii,1996,2,10,0,12,0.16666666666666666,1177
1178,Hawaii,1997,3,9,0,12,0.25,1178
1179,Hawaii,1998,0,12,0,12,0.0,1179
1180,Hawaii,1999,8,4,0,12,0.6666666666666666,1180
1181,Hawaii,2000,3,9,0,12,0.25,1181
1182,Hawaii,2001,9,3,0,12,0.75,1182
1183,Hawaii,2002,10,4,0,14,0.7142857142857143,1183
1184,Hawaii,2003,9,5,0,14,0.6428571428571429,1184
1185,Hawaii,2004,8,5,0,13,0.6153846153846154,1185
1186,Hawaii,2005,5,7,0,12,0.4166666666666667,1186
1187,Hawaii,2006,11,3,0,14,0.7857142857142857,1187
1188,Hawaii,2007,12,1,0,13,0.9230769230769231,1188
1189,Hawaii,2008,7,7,0,14,0.5,1189
1190,Hawaii,2009,6,7,0,13,0.46153846153846156,1190
1191,Hawaii,2010,10,4,0,14,0.7142857142857143,1191
1192,Hawaii,2011,6,7,0,13,0.46153846153846156,1192
1193,Hawaii,2012,3,9,0,12,0.25,1193
1194,Hawaii,2013,1,11,0,12,0.08333333333333333,1194
1195,Hawaii,2014,4,9,0,13,0.3076923076923077,1195
1196,Hawaii,2015,3,10,0,13,0.23076923076923078,1196
1197,Hawaii,2016,7,8,0,15,0.4666666666666667,1197
1198,Hawaii,2017,3,9,0,12,0.25,1198
1199,Hawaii,2018,8,6,0,14,0.5714285714285714,1199
1200,Hawaii,2019,10,5,0,15,0.6666666666666666,1200
1201,Hawaii,2020,5,4,0,9,0.5555555555555556,1201
1202,Hawaii,2021,6,7,0,13,0.46153846153846156,1202
1203,Hawaii,2022,3,10,0,13,0.23076923076923078,1203
1204,Hawaii,2023,5,8,0,13,0.38461538461538464,1204
1205,Houston,1990,10,1,0,11,0.9090909090909091,1205
1206,Houston,1991,4,7,0,11,0.36363636363636365,1206
1207,Houston,1992,4,7,0,11,0.36363636363636365,1207
1208,Houston,1993,1,9,1,11,0.13636363636363635,1208
1209,Houston,1994,1,10,0,11,0.09090909090909091,1209
1210,Houston,1995,2,9,0,11,0.18181818181818182,1210
1211,Houston,1996,7,4,0,11,0.6363636363636364,1211
1212,Houston,1997,3,8,0,11,0.2727272727272727,1212
1213,Houston,1998,3,8,0,11,0.2727272727272727,1213
1214,Houston,1999,7,4,0,11,0.6363636363636364,1214
1215,Houston,2000,3,8,0,11,0.2727272727272727,1215
1216,Houston,2001,0,11,0,11,0.0,1216
1217,Houston,2002,5,7,0,12,0.4166666666666667,1217
1218,Houston,2003,7,6,0,13,0.5384615384615384,1218
1219,Houston,2004,3,8,0,11,0.2727272727272727,1219
1220,Houston,2005,6,6,0,12,0.5,1220
1221,Houston,2006,10,5,0,15,0.6666666666666666,1221
1222,Houston,2007,8,5,0,13,0.6153846153846154,1222
1223,Houston,2008,8,5,0,13,0.6153846153846154,1223
1224,Houston,2009,10,4,0,14,0.7142857142857143,1224
1225,Houston,2010,5,7,0,12,0.4166666666666667,1225
1226,Houston,2011,13,1,0,14,0.9285714285714286,1226
1227,Houston,2012,5,7,0,12,0.4166666666666667,1227
1228,Houston,2013,8,5,0,13,0.6153846153846154,1228
1229,Houston,2014,8,5,0,13,0.6153846153846154,1229
1230,Houston,2015,13,1,0,14,0.9285714285714286,1230
1231,Houston,2016,9,4,0,13,0.6923076923076923,1231
1232,Houston,2017,7,5,0,12,0.5833333333333334,1232
1233,Houston,2018,8,5,0,13,0.6153846153846154,1233
1234,Houston,2019,4,8,0,12,0.3333333333333333,1234
1235,Houston,2020,3,5,0,8,0.375,1235
1236,Houston,2021,12,2,0,14,0.8571428571428571,1236
1237,Houston,2022,8,5,0,13,0.6153846153846154,1237
1238,Houston,2023,4,8,0,12,0.3333333333333333,1238
1239,Idaho,1996,6,5,0,11,0.5454545454545454,1239
1240,Idaho,1997,5,6,0,11,0.45454545454545453,1240
1241,Idaho,1998,8,3,0,11,0.7272727272727273,1241
1242,Idaho,1999,7,4,0,11,0.6363636363636364,1242
1243,Idaho,2000,5,6,0,11,0.45454545454545453,1243
1244,Idaho,2001,1,10,0,11,0.09090909090909091,1244
1245,Idaho,2002,2,10,0,12,0.16666666666666666,1245
1246,Idaho,2003,3,9,0,12,0.25,1246
1247,Idaho,2004,3,9,0,12,0.25,1247
1248,Idaho,2005,2,9,0,11,0.18181818181818182,1248
1249,Idaho,2006,4,8,0,12,0.3333333333333333,1249
1250,Idaho,2007,1,11,0,12,0.08333333333333333,1250
1251,Idaho,2008,2,10,0,12,0.16666666666666666,1251
1252,Idaho,2009,9,5,0,14,0.6428571428571429,1252
1253,Idaho,2010,6,7,0,13,0.46153846153846156,1253
1254,Idaho,2011,2,10,0,12,0.16666666666666666,1254
1255,Idaho,2012,1,11,0,12,0.08333333333333333,1255
1256,Idaho,2013,1,11,0,12,0.08333333333333333,1256
1257,Idaho,2014,1,10,0,11,0.09090909090909091,1257
1258,Idaho,2015,4,8,0,12,0.3333333333333333,1258
1259,Idaho,2016,9,4,0,13,0.6923076923076923,1259
1260,Idaho,2017,4,8,0,12,0.3333333333333333,1260
1261,Illinois,1990,8,3,0,11,0.7272727272727273,1261
1262,Illinois,1991,6,5,0,11,0.5454545454545454,1262
1263,Illinois,1992,6,4,1,11,0.5909090909090909,1263
1264,Illinois,1993,5,6,0,11,0.45454545454545453,1264
1265,Illinois,1994,6,5,0,11,0.5454545454545454,1265
1266,Illinois,1995,5,5,1,11,0.5,1266
1267,Illinois,1996,2,9,0,11,0.18181818181818182,1267
1268,Illinois,1997,0,11,0,11,0.0,1268
1269,Illinois,1998,3,8,0,11,0.2727272727272727,1269
1270,Illinois,1999,7,4,0,11,0.6363636363636364,1270
1271,Illinois,2000,5,6,0,11,0.45454545454545453,1271
1272,Illinois,2001,10,1,0,11,0.9090909090909091,1272
1273,Illinois,2002,5,7,0,12,0.4166666666666667,1273
1274,Illinois,2003,1,11,0,12,0.08333333333333333,1274
1275,Illinois,2004,3,8,0,11,0.2727272727272727,1275
1276,Illinois,2005,2,9,0,11,0.18181818181818182,1276
1277,Illinois,2006,2,10,0,12,0.16666666666666666,1277
1278,Illinois,2007,9,4,0,13,0.6923076923076923,1278
1279,Illinois,2008,5,7,0,12,0.4166666666666667,1279
1280,Illinois,2009,3,9,0,12,0.25,1280
1281,Illinois,2010,7,6,0,13,0.5384615384615384,1281
1282,Illinois,2011,7,6,0,13,0.5384615384615384,1282
1283,Illinois,2012,2,10,0,12,0.16666666666666666,1283
1284,Illinois,2013,4,8,0,12,0.3333333333333333,1284
1285,Illinois,2014,6,7,0,13,0.46153846153846156,1285
1286,Illinois,2015,5,7,0,12,0.4166666666666667,1286
1287,Illinois,2016,3,9,0,12,0.25,1287
1288,Illinois,2017,2,10,0,12,0.16666666666666666,1288
1289,Illinois,2018,4,8,0,12,0.3333333333333333,1289
1290,Illinois,2019,6,7,0,13,0.46153846153846156,1290
1291,Illinois,2020,2,6,0,8,0.25,1291
1292,Illinois,2021,5,7,0,12,0.4166666666666667,1292
1293,Illinois,2022,8,5,0,13,0.6153846153846154,1293
1294,Illinois,2023,5,7,0,12,0.4166666666666667,1294
1295,Indiana,1990,6,4,1,11,0.5909090909090909,1295
1296,Indiana,1991,6,4,1,11,0.5909090909090909,1296
1297,Indiana,1992,5,6,0,11,0.45454545454545453,1297
1298,Indiana,1993,8,3,0,11,0.7272727272727273,1298
1299,Indiana,1994,6,5,0,11,0.5454545454545454,1299
1300,Indiana,1995,2,9,0,11,0.18181818181818182,1300
1301,Indiana,1996,3,8,0,11,0.2727272727272727,1301
1302,Indiana,1997,2,9,0,11,0.18181818181818182,1302
1303,Indiana,1998,4,7,0,11,0.36363636363636365,1303
1304,Indiana,1999,4,7,0,11,0.36363636363636365,1304
1305,Indiana,2000,3,8,0,11,0.2727272727272727,1305
1306,Indiana,2001,5,6,0,11,0.45454545454545453,1306
1307,Indiana,2002,3,9,0,12,0.25,1307
1308,Indiana,2003,2,10,0,12,0.16666666666666666,1308
1309,Indiana,2004,3,8,0,11,0.2727272727272727,1309
1310,Indiana,2005,4,7,0,11,0.36363636363636365,1310
1311,Indiana,2006,5,7,0,12,0.4166666666666667,1311
1312,Indiana,2007,7,6,0,13,0.5384615384615384,1312
1313,Indiana,2008,3,9,0,12,0.25,1313
1314,Indiana,2009,4,8,0,12,0.3333333333333333,1314
1315,Indiana,2010,5,7,0,12,0.4166666666666667,1315
1316,Indiana,2011,1,11,0,12,0.08333333333333333,1316
1317,Indiana,2012,4,8,0,12,0.3333333333333333,1317
1318,Indiana,2013,5,7,0,12,0.4166666666666667,1318
1319,Indiana,2014,4,8,0,12,0.3333333333333333,1319
1320,Indiana,2015,6,7,0,13,0.46153846153846156,1320
1321,Indiana,2016,6,7,0,13,0.46153846153846156,1321
1322,Indiana,2017,5,7,0,12,0.4166666666666667,1322
1323,Indiana,2018,5,7,0,12,0.4166666666666667,1323
1324,Indiana,2019,8,5,0,13,0.6153846153846154,1324
1325,Indiana,2020,6,2,0,8,0.75,1325
1326,Indiana,2021,2,10,0,12,0.16666666666666666,1326
1327,Indiana,2022,4,8,0,12,0.3333333333333333,1327
1328,Indiana,2023,3,9,0,12,0.25,1328
1329,Iowa,1990,8,3,0,11,0.7272727272727273,1329
1330,Iowa,1991,10,1,0,11,0.9090909090909091,1330
1331,Iowa,1992,5,7,0,12,0.4166666666666667,1331
1332,Iowa,1993,6,5,0,11,0.5454545454545454,1332
1333,Iowa,1994,5,5,1,11,0.5,1333
1334,Iowa,1995,7,4,0,11,0.6363636363636364,1334
1335,Iowa,1996,8,3,0,11,0.7272727272727273,1335
1336,Iowa,1997,7,4,0,11,0.6363636363636364,1336
1337,Iowa,1998,3,8,0,11,0.2727272727272727,1337
1338,Iowa,1999,1,10,0,11,0.09090909090909091,1338
1339,Iowa,2000,3,9,0,12,0.25,1339
1340,Iowa,2001,6,5,0,11,0.5454545454545454,1340
1341,Iowa,2002,11,2,0,13,0.8461538461538461,1341
1342,Iowa,2003,10,3,0,13,0.7692307692307693,1342
1343,Iowa,2004,10,2,0,12,0.8333333333333334,1343
1344,Iowa,2005,7,5,0,12,0.5833333333333334,1344
1345,Iowa,2006,6,7,0,13,0.46153846153846156,1345
1346,Iowa,2007,6,6,0,12,0.5,1346
1347,Iowa,2008,10,4,0,14,0.7142857142857143,1347
1348,Iowa,2009,11,2,0,13,0.8461538461538461,1348
1349,Iowa,2010,8,5,0,13,0.6153846153846154,1349
1350,Iowa,2011,7,6,0,13,0.5384615384615384,1350
1351,Iowa,2012,4,8,0,12,0.3333333333333333,1351
1352,Iowa,2013,8,5,0,13,0.6153846153846154,1352
1353,Iowa,2014,7,6,0,13,0.5384615384615384,1353
1354,Iowa,2015,12,2,0,14,0.8571428571428571,1354
1355,Iowa,2016,8,5,0,13,0.6153846153846154,1355
1356,Iowa,2017,8,5,0,13,0.6153846153846154,1356
1357,Iowa,2018,9,4,0,13,0.6923076923076923,1357
1358,Iowa,2019,10,3,0,13,0.7692307692307693,1358
1359,Iowa,2020,6,2,0,8,0.75,1359
1360,Iowa,2021,10,4,0,14,0.7142857142857143,1360
1361,Iowa,2022,8,5,0,13,0.6153846153846154,1361
1362,Iowa,2023,10,4,0,14,0.7142857142857143,1362
1363,Iowa State,1990,4,6,1,11,0.4090909090909091,1363
1364,Iowa State,1991,3,7,1,11,0.3181818181818182,1364
1365,Iowa State,1992,4,7,0,11,0.36363636363636365,1365
1366,Iowa State,1993,3,8,0,11,0.2727272727272727,1366
1367,Iowa State,1994,0,10,1,11,0.045454545454545456,1367
1368,Iowa State,1995,3,8,0,11,0.2727272727272727,1368
1369,Iowa State,1996,2,9,0,11,0.18181818181818182,1369
1370,Iowa State,1997,1,10,0,11,0.09090909090909091,1370
1371,Iowa State,1998,3,8,0,11,0.2727272727272727,1371
1372,Iowa State,1999,4,7,0,11,0.36363636363636365,1372
1373,Iowa State,2000,8,3,0,11,0.7272727272727273,1373
1374,Iowa State,2001,7,4,0,11,0.6363636363636364,1374
1375,Iowa State,2002,7,7,0,14,0.5,1375
1376,Iowa State,2003,2,10,0,12,0.16666666666666666,1376
1377,Iowa State,2004,7,5,0,12,0.5833333333333334,1377
1378,Iowa State,2005,7,5,0,12,0.5833333333333334,1378
1379,Iowa State,2006,4,8,0,12,0.3333333333333333,1379
1380,Iowa State,2007,3,9,0,12,0.25,1380
1381,Iowa State,2008,2,10,0,12,0.16666666666666666,1381
1382,Iowa State,2009,7,6,0,13,0.5384615384615384,1382
1383,Iowa State,2010,5,7,0,12,0.4166666666666667,1383
1384,Iowa State,2011,6,7,0,13,0.46153846153846156,1384
1385,Iowa State,2012,6,7,0,13,0.46153846153846156,1385
1386,Iowa State,2013,3,9,0,12,0.25,1386
1387,Iowa State,2014,2,10,0,12,0.16666666666666666,1387
1388,Iowa State,2015,3,9,0,12,0.25,1388
1389,Iowa State,2016,3,9,0,12,0.25,1389
1390,Iowa State,2017,8,5,0,13,0.6153846153846154,1390
1391,Iowa State,2018,8,5,0,13,0.6153846153846154,1391
1392,Iowa State,2019,7,6,0,13,0.5384615384615384,1392
1393,Iowa State,2020,9,3,0,12,0.75,1393
1394,Iowa State,2021,7,6,0,13,0.5384615384615384,1394
1395,Iowa State,2022,4,8,0,12,0.3333333333333333,1395
1396,Iowa State,2023,7,6,0,13,0.5384615384615384,1396
1397,Jacksonville State,2023,9,4,0,13,0.6923076923076923,1397
1398,James Madison,2022,8,3,0,11,0.7272727272727273,1398
1399,James Madison,2023,11,2,0,13,0.8461538461538461,1399
1400,Kansas,1990,3,7,1,11,0.3181818181818182,1400
1401,Kansas,1991,6,5,0,11,0.5454545454545454,1401
1402,Kansas,1992,7,4,0,11,0.6363636363636364,1402
1403,Kansas,1993,5,7,0,12,0.4166666666666667,1403
1404,Kansas,1994,6,5,0,11,0.5454545454545454,1404
1405,Kansas,1995,9,2,0,11,0.8181818181818182,1405
1406,Kansas,1996,4,7,0,11,0.36363636363636365,1406
1407,Kansas,1997,5,6,0,11,0.45454545454545453,1407
1408,Kansas,1998,4,7,0,11,0.36363636363636365,1408
1409,Kansas,1999,5,7,0,12,0.4166666666666667,1409
1410,Kansas,2000,4,7,0,11,0.36363636363636365,1410
1411,Kansas,2001,3,8,0,11,0.2727272727272727,1411
1412,Kansas,2002,2,10,0,12,0.16666666666666666,1412
1413,Kansas,2003,6,7,0,13,0.46153846153846156,1413
1414,Kansas,2004,4,7,0,11,0.36363636363636365,1414
1415,Kansas,2005,7,5,0,12,0.5833333333333334,1415
1416,Kansas,2006,6,6,0,12,0.5,1416
1417,Kansas,2007,12,1,0,13,0.9230769230769231,1417
1418,Kansas,2008,8,5,0,13,0.6153846153846154,1418
1419,Kansas,2009,5,7,0,12,0.4166666666666667,1419
1420,Kansas,2010,3,9,0,12,0.25,1420
1421,Kansas,2011,2,10,0,12,0.16666666666666666,1421
1422,Kansas,2012,1,11,0,12,0.08333333333333333,1422
1423,Kansas,2013,3,9,0,12,0.25,1423
1424,Kansas,2014,3,9,0,12,0.25,1424
1425,Kansas,2015,0,12,0,12,0.0,1425
1426,Kansas,2016,2,10,0,12,0.16666666666666666,1426
1427,Kansas,2017,1,11,0,12,0.08333333333333333,1427
1428,Kansas,2018,3,9,0,12,0.25,1428
1429,Kansas,2019,3,9,0,12,0.25,1429
1430,Kansas,2020,0,9,0,9,0.0,1430
1431,Kansas,2021,2,10,0,12,0.16666666666666666,1431
1432,Kansas,2022,6,7,0,13,0.46153846153846156,1432
1433,Kansas,2023,9,4,0,13,0.6923076923076923,1433
1434,Kansas State,1990,5,6,0,11,0.45454545454545453,1434
1435,Kansas State,1991,7,4,0,11,0.6363636363636364,1435
1436,Kansas State,1992,5,6,0,11,0.45454545454545453,1436
1437,Kansas State,1993,8,2,1,11,0.7727272727272727,1437
1438,Kansas State,1994,9,2,0,11,0.8181818181818182,1438
1439,Kansas State,1995,9,2,0,11,0.8181818181818182,1439
1440,Kansas State,1996,9,2,0,11,0.8181818181818182,1440
1441,Kansas State,1997,10,1,0,11,0.9090909090909091,1441
1442,Kansas State,1998,11,1,0,12,0.9166666666666666,1442
1443,Kansas State,1999,10,1,0,11,0.9090909090909091,1443
1444,Kansas State,2000,10,3,0,13,0.7692307692307693,1444
1445,Kansas State,2001,6,5,0,11,0.5454545454545454,1445
1446,Kansas State,2002,11,2,0,13,0.8461538461538461,1446
1447,Kansas State,2003,11,4,0,15,0.7333333333333333,1447
1448,Kansas State,2004,4,7,0,11,0.36363636363636365,1448
1449,Kansas State,2005,5,6,0,11,0.45454545454545453,1449
1450,Kansas State,2006,7,6,0,13,0.5384615384615384,1450
1451,Kansas State,2007,5,7,0,12,0.4166666666666667,1451
1452,Kansas State,2008,5,7,0,12,0.4166666666666667,1452
1453,Kansas State,2009,6,6,0,12,0.5,1453
1454,Kansas State,2010,7,6,0,13,0.5384615384615384,1454
1455,Kansas State,2011,10,3,0,13,0.7692307692307693,1455
1456,Kansas State,2012,11,2,0,13,0.8461538461538461,1456
1457,Kansas State,2013,8,5,0,13,0.6153846153846154,1457
