,team,season,wins,losses,ties,games_played,winning_pct,index
0,Air Force,1990,6,5,0,11,0.5454545454545454,0
1,Air Force,1991,9,3,0,12,0.75,1
2,Air Force,1992,7,4,0,11,0.6363636363636364,2
3,Air Force,1993,4,8,0,12,0.3333333333333333,3
4,Air Force,1994,8,4,0,12,0.6666666666666666,4
5,Air Force,1995,8,4,0,12,0.6666666666666666,5
6,Air Force,1996,6,5,0,11,0.5454545454545454,6
7,Air Force,1997,10,2,0,12,0.8333333333333334,7
8,Air Force,1998,11,1,0,12,0.9166666666666666,8
9,Air Force,1999,6,5,0,11,0.5454545454545454,9
10,Air Force,2000,8,3,0,11,0.7272727272727273,10
11,Air Force,2001,6,6,0,12,0.5,11
12,Air Force,2002,8,5,0,13,0.6153846153846154,12
13,Air Force,2003,7,5,0,12,0.5833333333333334,13
14,Air Force,2004,5,6,0,11,0.45454545454545453,14
15,Air Force,2005,4,7,0,11,0.36363636363636365,15
16,Air Force,2006,4,8,0,12,0.3333333333333333,16
17,Air Force,2007,9,4,0,13,0.6923076923076923,17
18,Air Force,2008,8,5,0,13,0.6153846153846154,18
19,Air Force,2009,8,5,0,13,0.6153846153846154,19
20,Air Force,2010,9,4,0,13,0.6923076923076923,20
21,Air Force,2011,7,6,0,13,0.5384615384615384,21
22,Air Force,2012,6,7,0,13,0.46153846153846156,22
23,Air Force,2013,2,10,0,12,0.16666666666666666,23
24,Air Force,2014,10,3,0,13,0.7692307692307693,24
25,Air Force,2015,8,6,0,14,0.5714285714285714,25
26,Air Force,2016,10,3,0,13,0.7692307692307693,26
27,Air Force,2017,5,7,0,12,0.4166666666666667,27
28,Air Force,2018,5,7,0,12,0.4166666666666667,28
29,Air Force,2019,11,2,0,13,0.8461538461538461,29
30,Air Force,2020,3,3,0,6,0.5,30
31,Air Force,2021,10,3,0,13,0.7692307692307693,31
32,Air Force,2022,10,3,0,13,0.7692307692307693,32
33,Air Force,2023,9,4,0,13,0.6923076923076923,33
34,Akron,1990,3,7,1,11,0.3181818181818182,34
35,Akron,1991,5,6,0,11,0.45454545454545453,35
36,Akron,1992,7,3,1,11,0.6818181818181818,36
37,Akron,1993,5,6,0,11,0.45454545454545453,37
38,Akron,1994,1,10,0,11,0.09090909090909091,38
39,Akron,1995,2,9,0,11,0.18181818181818182,39
40,Akron,1996,4,7,0,11,0.36363636363636365,40
41,Akron,1997,2,9,0,11,0.18181818181818182,41
42,Akron,1998,4,7,0,11,0.36363636363636365,42
43,Akron,1999,7,4,0,11,0.6363636363636364,43
44,Akron,2000,6,5,0,11,0.5454545454545454,44
45,Akron,2001,4,7,0,11,0.36363636363636365,45
46,Akron,2002,4,8,0,12,0.3333333333333333,46
47,Akron,2003,7,5,0,12,0.5833333333333334,47
48,Akron,2004,6,5,0,11,0.5454545454545454,48
49,Akron,2005,7,6,0,13,0.5384615384615384,49
50,Akron,2006,5,7,0,12,0.4166666666666667,50
51,Akron,2007,4,8,0,12,0.3333333333333333,51
52,Akron,2008,5,7,0,12,0.4166666666666667,52
53,Akron,2009,3,9,0,12,0.25,53
54,Akron,2010,1,11,0,12,0.08333333333333333,54
55,Akron,2011,1,11,0,12,0.08333333333333333,55
56,Akron,2012,1,11,0,12,0.08333333333333333,56
57,Akron,2013,5,7,0,12,0.4166666666666667,57
58,Akron,2014,5,7,0,12,0.4166666666666667,58
59,Akron,2015,8,5,0,13,0.6153846153846154,59
60,Akron,2016,5,7,0,12,0.4166666666666667,60
61,Akron,2017,7,7,0,14,0.5,61
62,Akron,2018,4,8,0,12,0.3333333333333333,62
63,Akron,2019,0,12,0,12,0.0,63
64,Akron,2020,1,5,0,6,0.16666666666666666,64
65,Akron,2021,2,10,0,12,0.16666666666666666,65
66,Akron,2022,2,10,0,12,0.16666666666666666,66
67,Akron,2023,2,10,0,12,0.16666666666666666,67
68,Alabama,1990,7,4,0,11,0.6363636363636364,68
69,Alabama,1991,10,1,0,11,0.9090909090909091,69
70,Alabama,1992,12,0,0,12,1.0,70
71,Alabama,1993,8,3,1,12,0.7083333333333334,71
72,Alabama,1994,11,1,0,12,0.9166666666666666,72
73,Alabama,1995,8,3,0,11,0.7272727272727273,73
74,Alabama,1996,9,3,0,12,0.75,74
75,Alabama,1997,4,7,0,11,0.36363636363636365,75
76,Alabama,1998,7,4,0,11,0.6363636363636364,76
77,Alabama,1999,10,2,0,12,0.8333333333333334,77
78,Alabama,2000,3,8,0,11,0.2727272727272727,78
79,Alabama,2001,6,5,0,11,0.5454545454545454,79
80,Alabama,2002,10,3,0,13,0.7692307692307693,80
81,Alabama,2003,4,9,0,13,0.3076923076923077,81
82,Alabama,2004,6,6,0,12,0.5,82
83,Alabama,2005,10,2,0,12,0.8333333333333334,83
84,Alabama,2006,6,7,0,13,0.46153846153846156,84
85,Alabama,2007,7,6,0,13,0.5384615384615384,85
86,Alabama,2008,12,2,0,14,0.8571428571428571,86
87,Alabama,2009,14,0,0,14,1.0,87
88,Alabama,2010,10,3,0,13,0.7692307692307693,88
89,Alabama,2011,12,1,0,13,0.9230769230769231,89
90,Alabama,2012,13,1,0,14,0.9285714285714286,90
91,Alabama,2013,11,2,0,13,0.8461538461538461,91
92,Alabama,2014,12,2,0,14,0.8571428571428571,92
93,Alabama,2015,14,1,0,15,0.9333333333333333,93
94,Alabama,2016,14,1,0,15,0.9333333333333333,94
95,Alabama,2017,13,1,0,14,0.9285714285714286,95
96,Alabama,2018,14,1,0,15,0.9333333333333333,96
97,Alabama,2019,11,2,0,13,0.8461538461538461,97
98,Alabama,2020,13,0,0,13,1.0,98
99,Alabama,2021,13,2,0,15,0.8666666666666667,99
100,Alabama,2022,11,2,0,13,0.8461538461538461,100
101,Alabama,2023,12,2,0,14,0.8571428571428571,101
102,Alabama-Birmingham,1996,5,6,0,11,0.45454545454545453,102
103,Alabama-Birmingham,1997,5,6,0,11,0.45454545454545453,103
104,Alabama-Birmingham,1998,4,7,0,11,0.36363636363636365,104
105,Alabama-Birmingham,1999,5,6,0,11,0.45454545454545453,105
106,Alabama-Birmingham,2000,7,4,0,11,0.6363636363636364,106
107,Alabama-Birmingham,2001,6,5,0,11,0.5454545454545454,107
108,Alabama-Birmingham,2002,5,7,0,12,0.4166666666666667,108
109,Alabama-Birmingham,2003,5,7,0,12,0.4166666666666667,109
110,Alabama-Birmingham,2004,7,5,0,12,0.5833333333333334,110
111,Alabama-Birmingham,2005,5,6,0,11,0.45454545454545453,111
112,Alabama-Birmingham,2006,3,9,0,12,0.25,112
113,Alabama-Birmingham,2007,2,10,0,12,0.16666666666666666,113
114,Alabama-Birmingham,2008,4,8,0,12,0.3333333333333333,114
115,Alabama-Birmingham,2009,5,7,0,12,0.4166666666666667,115
116,Alabama-Birmingham,2010,4,8,0,12,0.3333333333333333,116
117,Alabama-Birmingham,2011,3,9,0,12,0.25,117
118,Alabama-Birmingham,2012,3,9,0,12,0.25,118
119,Alabama-Birmingham,2013,2,10,0,12,0.16666666666666666,119
120,Alabama-Birmingham,2014,6,6,0,12,0.5,120
121,Alabama-Birmingham,2017,8,5,0,13,0.6153846153846154,121
122,Alabama-Birmingham,2018,11,3,0,14,0.7857142857142857,122
123,Alabama-Birmingham,2019,9,5,0,14,0.6428571428571429,123
124,Alabama-Birmingham,2020,6,3,0,9,0.6666666666666666,124
125,Alabama-Birmingham,2021,9,4,0,13,0.6923076923076923,125
126,Alabama-Birmingham,2022,7,6,0,13,0.5384615384615384,126
127,Alabama-Birmingham,2023,4,8,0,12,0.3333333333333333,127
128,Appalachian State,2014,7,5,0,12,0.5833333333333334,128
129,Appalachian State,2015,11,2,0,13,0.8461538461538461,129
130,Appalachian State,2016,10,3,0,13,0.7692307692307693,130
131,Appalachian State,2017,9,4,0,13,0.6923076923076923,131
132,Appalachian State,2018,11,2,0,13,0.8461538461538461,132
133,Appalachian State,2019,14,1,0,15,0.9333333333333333,133
134,Appalachian State,2020,9,3,0,12,0.75,134
135,Appalachian State,2021,10,4,0,14,0.7142857142857143,135
136,Appalachian State,2022,6,6,0,12,0.5,136
137,Appalachian State,2023,9,5,0,14,0.6428571428571429,137
138,Arizona,1990,7,4,0,11,0.6363636363636364,138
139,Arizona,1991,4,7,0,11,0.36363636363636365,139
140,Arizona,1992,6,4,1,11,0.5909090909090909,140
141,Arizona,1993,9,2,0,11,0.8181818181818182,141
142,Arizona,1994,8,3,0,11,0.7272727272727273,142
143,Arizona,1995,6,5,0,11,0.5454545454545454,143
144,Arizona,1996,5,6,0,11,0.45454545454545453,144
145,Arizona,1997,6,5,0,11,0.5454545454545454,145
146,Arizona,1998,11,1,0,12,0.9166666666666666,146
147,Arizona,1999,6,6,0,12,0.5,147
148,Arizona,2000,5,6,0,11,0.45454545454545453,148
149,Arizona,2001,5,6,0,11,0.45454545454545453,149
150,Arizona,2002,4,8,0,12,0.3333333333333333,150
151,Arizona,2003,2,10,0,12,0.16666666666666666,151
152,Arizona,2004,3,8,0,11,0.2727272727272727,152
153,Arizona,2005,3,8,0,11,0.2727272727272727,153
154,Arizona,2006,6,6,0,12,0.5,154
155,Arizona,2007,5,7,0,12,0.4166666666666667,155
156,Arizona,2008,8,5,0,13,0.6153846153846154,156
157,Arizona,2009,8,5,0,13,0.6153846153846154,157
158,Arizona,2010,7,6,0,13,0.5384615384615384,158
159,Arizona,2011,4,8,0,12,0.3333333333333333,159
160,Arizona,2012,8,5,0,13,0.6153846153846154,160
161,Arizona,2013,8,5,0,13,0.6153846153846154,161
162,Arizona,2014,10,4,0,14,0.7142857142857143,162
163,Arizona,2015,7,6,0,13,0.5384615384615384,163
164,Arizona,2016,3,9,0,12,0.25,164
165,Arizona,2017,7,6,0,13,0.5384615384615384,165
166,Arizona,2018,5,7,0,12,0.4166666666666667,166
167,Arizona,2019,4,9,0,13,0.3076923076923077,167
168,Arizona,2020,0,5,0,5,0.0,168
169,Arizona,2021,1,11,0,12,0.08333333333333333,169
170,Arizona,2022,5,7,0,12,0.4166666666666667,170
171,Arizona,2023,10,3,0,13,0.7692307692307693,171
172,Arizona State,1990,4,7,0,11,0.36363636363636365,172
173,Arizona State,1991,6,5,0,11,0.5454545454545454,173
174,Arizona State,1992,6,5,0,11,0.5454545454545454,174
175,Arizona State,1993,6,5,0,11,0.5454545454545454,175
176,Arizona State,1994,3,8,0,11,0.2727272727272727,176
177,Arizona State,1995,6,5,0,11,0.5454545454545454,177
178,Arizona State,1996,11,0,0,11,1.0,178
179,Arizona State,1997,8,3,0,11,0.7272727272727273,179
180,Arizona State,1998,5,6,0,11,0.45454545454545453,180
181,Arizona State,1999,6,5,0,11,0.5454545454545454,181
182,Arizona State,2000,6,5,0,11,0.5454545454545454,182
183,Arizona State,2001,4,7,0,11,0.36363636363636365,183
184,Arizona State,2002,8,6,0,14,0.5714285714285714,184
185,Arizona State,2003,5,7,0,12,0.4166666666666667,185
186,Arizona State,2004,9,3,0,12,0.75,186
187,Arizona State,2005,7,5,0,12,0.5833333333333334,187
188,Arizona State,2006,7,6,0,13,0.5384615384615384,188
189,Arizona State,2007,10,3,0,13,0.7692307692307693,189
190,Arizona State,2008,5,7,0,12,0.4166666666666667,190
191,Arizona State,2009,4,8,0,12,0.3333333333333333,191
192,Arizona State,2010,6,6,0,12,0.5,192
193,Arizona State,2011,6,7,0,13,0.46153846153846156,193
194,Arizona State,2012,8,5,0,13,0.6153846153846154,194
195,Arizona State,2013,10,4,0,14,0.7142857142857143,195
196,Arizona State,2014,10,3,0,13,0.7692307692307693,196
197,Arizona State,2015,6,7,0,13,0.46153846153846156,197
198,Arizona State,2016,5,7,0,12,0.4166666666666667,198
199,Arizona State,2017,7,6,0,13,0.5384615384615384,199
200,Arizona State,2018,7,6,0,13,0.5384615384615384,200
201,Arizona State,2019,9,5,0,14,0.6428571428571429,201
202,Arizona State,2021,8,5,0,13,0.6153846153846154,202
203,Arizona State,2022,3,9,0,12,0.25,203
204,Arizona State,2023,3,9,0,12,0.25,204
205,Arkansas,1990,3,8,0,11,0.2727272727272727,205
206,Arkansas,1991,6,5,0,11,0.5454545454545454,206
207,Arkansas,1992,3,7,1,11,0.3181818181818182,207
208,Arkansas,1993,5,5,1,11,0.5,208
209,Arkansas,1994,4,7,0,11,0.36363636363636365,209
210,Arkansas,1995,8,4,0,12,0.6666666666666666,210
211,Arkansas,1996,4,7,0,11,0.36363636363636365,211
212,Arkansas,1997,4,7,0,11,0.36363636363636365,212
213,Arkansas,1998,9,2,0,11,0.8181818181818182,213
214,Arkansas,1999,7,4,0,11,0.6363636363636364,214
215,Arkansas,2000,6,5,0,11,0.5454545454545454,215
216,Arkansas,2001,7,4,0,11,0.6363636363636364,216
217,Arkansas,2002,9,5,0,14,0.6428571428571429,217
218,Arkansas,2003,9,4,0,13,0.6923076923076923,218
219,Arkansas,2004,5,6,0,11,0.45454545454545453,219
220,Arkansas,2005,4,7,0,11,0.36363636363636365,220
221,Arkansas,2006,10,4,0,14,0.7142857142857143,221
222,Arkansas,2007,8,5,0,13,0.6153846153846154,222
223,Arkansas,2008,5,7,0,12,0.4166666666666667,223
224,Arkansas,2009,8,5,0,13,0.6153846153846154,224
225,Arkansas,2010,10,3,0,13,0.7692307692307693,225
226,Arkansas,2011,11,2,0,13,0.8461538461538461,226
227,Arkansas,2012,4,8,0,12,0.3333333333333333,227
228,Arkansas,2013,3,9,0,12,0.25,228
229,Arkansas,2014,7,6,0,13,0.5384615384615384,229
230,Arkansas,2015,8,5,0,13,0.6153846153846154,230
231,Arkansas,2016,7,6,0,13,0.5384615384615384,231
232,Arkansas,2017,4,8,0,12,0.3333333333333333,232
233,Arkansas,2018,2,10,0,12,0.16666666666666666,233
234,Arkansas,2019,2,11,0,13,0.15384615384615385,234
235,Arkansas,2020,3,7,0,10,0.3,235
236,Arkansas,2021,9,4,0,13,0.6923076923076923,236
237,Arkansas,2022,7,6,0,13,0.5384615384615384,237
238,Arkansas,2023,4,8,0,12,0.3333333333333333,238
239,Arkansas State,1990,3,7,1,11,0.3181818181818182,239
240,Arkansas State,1991,1,10,0,11,0.09090909090909091,240
241,Arkansas State,1992,2,9,0,11,0.18181818181818182,241
242,Arkansas State,1993,2,8,1,11,0.22727272727272727,242
243,Arkansas State,1994,1,10,0,11,0.09090909090909091,243
244,Arkansas State,1995,6,5,0,11,0.5454545454545454,244
245,Arkansas State,1996,4,7,0,11,0.36363636363636365,245
246,Arkansas State,1997,2,9,0,11,0.18181818181818182,246
247,Arkansas State,1998,4,8,0,12,0.3333333333333333,247
248,Arkansas State,1999,4,7,0,11,0.36363636363636365,248
249,Arkansas State,2000,1,10,0,11,0.09090909090909091,249
250,Arkansas State,2001,2,9,0,11,0.18181818181818182,250
251,Arkansas State,2002,6,7,0,13,0.46153846153846156,251
252,Arkansas State,2003,5,7,0,12,0.4166666666666667,252
253,Arkansas State,2004,3,8,0,11,0.2727272727272727,253
254,Arkansas State,2005,6,6,0,12,0.5,254
255,Arkansas State,2006,6,6,0,12,0.5,255
256,Arkansas State,2007,5,7,0,12,0.4166666666666667,256
257,Arkansas State,2008,6,6,0,12,0.5,257
258,Arkansas State,2009,4,8,0,12,0.3333333333333333,258
259,Arkansas State,2010,4,8,0,12,0.3333333333333333,259
260,Arkansas State,2011,10,3,0,13,0.7692307692307693,260
261,Arkansas State,2012,10,3,0,13,0.7692307692307693,261
262,Arkansas State,2013,8,5,0,13,0.6153846153846154,262
263,Arkansas State,2014,7,6,0,13,0.5384615384615384,263
264,Arkansas State,2015,9,4,0,13,0.6923076923076923,264
265,Arkansas State,2016,8,5,0,13,0.6153846153846154,265
266,Arkansas State,2017,7,5,0,12,0.5833333333333334,266
267,Arkansas State,2018,8,5,0,13,0.6153846153846154,267
268,Arkansas State,2019,8,6,0,14,0.5714285714285714,268
269,Arkansas State,2020,4,7,0,11,0.36363636363636365,269
270,Arkansas State,2021,2,10,0,12,0.16666666666666666,270
271,Arkansas State,2022,3,9,0,12,0.25,271
272,Arkansas State,2023,6,7,0,13,0.46153846153846156,272
273,Army,1990,6,5,0,11,0.5454545454545454,273
274,Army,1991,4,7,0,11,0.36363636363636365,274
275,Army,1992,5,6,0,11,0.45454545454545453,275
276,Army,1993,6,5,0,11,0.5454545454545454,276
277,Army,1994,4,7,0,11,0.36363636363636365,277
278,Army,1995,5,5,1,11,0.5,278
279,Army,1996,10,1,0,11,0.9090909090909091,279
280,Army,1997,4,7,0,11,0.36363636363636365,280
281,Army,1998,3,8,0,11,0.2727272727272727,281
282,Army,1999,3,8,0,11,0.2727272727272727,282
283,Army,2000,1,10,0,11,0.09090909090909091,283
284,Army,2001,3,8,0,11,0.2727272727272727,284
285,Army,2002,1,11,0,12,0.08333333333333333,285
286,Army,2003,0,13,0,13,0.0,286
287,Army,2004,2,9,0,11,0.18181818181818182,287
288,Army,2005,4,7,0,11,0.36363636363636365,288
289,Army,2006,3,9,0,12,0.25,289
290,Army,2007,3,9,0,12,0.25,290
291,Army,2008,3,9,0,12,0.25,291
292,Army,2009,5,7,0,12,0.4166666666666667,292
293,Army,2010,7,6,0,13,0.5384615384615384,293
294,Army,2011,3,9,0,12,0.25,294
295,Army,2012,2,10,0,12,0.16666666666666666,295
296,Army,2013,3,9,0,12,0.25,296
297,Army,2014,4,8,0,12,0.3333333333333333,297
298,Army,2015,2,10,0,12,0.16666666666666666,298
299,Army,2016,8,5,0,13,0.6153846153846154,299
300,Army,2017,10,3,0,13,0.7692307692307693,300
301,Army,2018,11,2,0,13,0.8461538461538461,301
302,Army,2019,5,8,0,13,0.38461538461538464,302
303,Army,2020,9,3,0,12,0.75,303
304,Army,2021,10,4,0,14,0.7142857142857143,304
305,Army,2022,6,6,0,12,0.5,305
306,Army,2023,6,6,0,12,0.5,306
307,Auburn,1990,7,3,1,11,0.6818181818181818,307
308,Auburn,1991,5,6,0,11,0.45454545454545453,308
309,Auburn,1992,5,5,1,11,0.5,309
310,Auburn,1993,11,0,0,11,1.0,310
311,Auburn,1994,9,1,1,11,0.8636363636363636,311
312,Auburn,1995,8,3,0,11,0.7272727272727273,312
313,Auburn,1996,7,4,0,11,0.6363636363636364,313
314,Auburn,1997,9,3,0,12,0.75,314
315,Auburn,1998,3,8,0,11,0.2727272727272727,315
316,Auburn,1999,5,6,0,11,0.45454545454545453,316
317,Auburn,2000,9,3,0,12,0.75,317
318,Auburn,2001,7,4,0,11,0.6363636363636364,318
319,Auburn,2002,9,4,0,13,0.6923076923076923,319
320,Auburn,2003,8,5,0,13,0.6153846153846154,320
321,Auburn,2004,13,0,0,13,1.0,321
322,Auburn,2005,9,3,0,12,0.75,322
323,Auburn,2006,11,2,0,13,0.8461538461538461,323
324,Auburn,2007,9,4,0,13,0.6923076923076923,324
325,Auburn,2008,5,7,0,12,0.4166666666666667,325
326,Auburn,2009,8,5,0,13,0.6153846153846154,326
327,Auburn,2010,15,0,0,15,1.0,327
328,Auburn,2011,8,5,0,13,0.6153846153846154,328
329,Auburn,2012,3,9,0,12,0.25,329
330,Auburn,2013,12,2,0,14,0.8571428571428571,330
331,Auburn,2014,8,5,0,13,0.6153846153846154,331
332,Auburn,2015,7,6,0,13,0.5384615384615384,332
333,Auburn,2016,8,5,0,13,0.6153846153846154,333
334,Auburn,2017,10,4,0,14,0.7142857142857143,334
335,Auburn,2018,8,5,0,13,0.6153846153846154,335
336,Auburn,2019,9,4,0,13,0.6923076923076923,336
337,Auburn,2020,6,5,0,11,0.5454545454545454,337
338,Auburn,2021,6,7,0,13,0.46153846153846156,338
339,Auburn,2022,5,7,0,12,0.4166666666666667,339
340,Auburn,2023,6,7,0,13,0.46153846153846156,340
341,Ball State,1990,7,4,0,11,0.6363636363636364,341
342,Ball State,1991,6,5,0,11,0.5454545454545454,342
343,Ball State,1992,5,6,0,11,0.45454545454545453,343
344,Ball State,1993,8,2,1,11,0.7727272727272727,344
345,Ball State,1994,5,5,1,11,0.5,345
346,Ball State,1995,7,4,0,11,0.6363636363636364,346
347,Ball State,1996,8,3,0,11,0.7272727272727273,347
348,Ball State,1997,5,6,0,11,0.45454545454545453,348
349,Ball State,1998,1,10,0,11,0.09090909090909091,349
350,Ball State,1999,0,11,0,11,0.0,350
351,Ball State,2000,5,6,0,11,0.45454545454545453,351
352,Ball State,2001,5,6,0,11,0.45454545454545453,352
353,Ball State,2002,6,6,0,12,0.5,353
354,Ball State,2003,4,8,0,12,0.3333333333333333,354
355,Ball State,2004,2,9,0,11,0.18181818181818182,355
356,Ball State,2005,4,7,0,11,0.36363636363636365,356
357,Ball State,2006,5,7,0,12,0.4166666666666667,357
358,Ball State,2007,7,6,0,13,0.5384615384615384,358
359,Ball State,2008,12,2,0,14,0.8571428571428571,359
360,Ball State,2009,2,10,0,12,0.16666666666666666,360
361,Ball State,2010,4,8,0,12,0.3333333333333333,361
362,Ball State,2011,6,6,0,12,0.5,362
363,Ball State,2012,9,4,0,13,0.6923076923076923,363
364,Ball State,2013,10,3,0,13,0.7692307692307693,364
365,Ball State,2014,5,7,0,12,0.4166666666666667,365
366,Ball State,2015,3,9,0,12,0.25,366
367,Ball State,2016,4,8,0,12,0.3333333333333333,367
368,Ball State,2017,2,10,0,12,0.16666666666666666,368
369,Ball State,2018,4,8,0,12,0.3333333333333333,369
370,Ball State,2019,5,7,0,12,0.4166666666666667,370
371,Ball State,2020,7,1,0,8,0.875,371
372,Ball State,2021,6,7,0,13,0.46153846153846156,372
373,Ball State,2022,5,7,0,12,0.4166666666666667,373
374,Ball State,2023,4,8,0,12,0.3333333333333333,374
375,Baylor,1990,6,4,1,11,0.5909090909090909,375
376,Baylor,1991,8,3,0,11,0.7272727272727273,376
377,Baylor,1992,6,5,0,11,0.5454545454545454,377
378,Baylor,1993,5,6,0,11,0.45454545454545453,378
379,Baylor,1994,7,4,0,11,0.6363636363636364,379
380,Baylor,1995,7,4,0,11,0.6363636363636364,380
381,Baylor,1996,4,7,0,11,0.36363636363636365,381
382,Baylor,1997,2,9,0,11,0.18181818181818182,382
383,Baylor,1998,2,9,0,11,0.18181818181818182,383
384,Baylor,1999,1,10,0,11,0.09090909090909091,384
385,Baylor,2000,2,9,0,11,0.18181818181818182,385
386,Baylor,2001,3,8,0,11,0.2727272727272727,386
387,Baylor,2002,3,9,0,12,0.25,387
388,Baylor,2003,3,9,0,12,0.25,388
389,Baylor,2004,3,8,0,11,0.2727272727272727,389
390,Baylor,2005,5,6,0,11,0.45454545454545453,390
391,Baylor,2006,4,8,0,12,0.3333333333333333,391
392,Baylor,2007,3,9,0,12,0.25,392
393,Baylor,2008,4,8,0,12,0.3333333333333333,393
394,Baylor,2009,4,8,0,12,0.3333333333333333,394
395,Baylor,2010,7,6,0,13,0.5384615384615384,395
396,Baylor,2011,10,3,0,13,0.7692307692307693,396
397,Baylor,2012,8,5,0,13,0.6153846153846154,397
398,Baylor,2013,11,2,0,13,0.8461538461538461,398
399,Baylor,2014,11,2,0,13,0.8461538461538461,399
400,Baylor,2015,10,3,0,13,0.7692307692307693,400
401,Baylor,2016,7,6,0,13,0.5384615384615384,401
402,Baylor,2017,1,11,0,12,0.08333333333333333,402
403,Baylor,2018,7,6,0,13,0.5384615384615384,403
404,Baylor,2019,11,3,0,14,0.7857142857142857,404
405,Baylor,2020,2,7,0,9,0.2222222222222222,405
406,Baylor,2021,12,2,0,14,0.8571428571428571,406
407,Baylor,2022,6,7,0,13,0.46153846153846156,407
408,Baylor,2023,3,9,0,12,0.25,408
409,Boise State,1996,2,10,0,12,0.16666666666666666,409
410,Boise State,1997,4,7,0,11,0.36363636363636365,410
411,Boise State,1998,6,5,0,11,0.5454545454545454,411
412,Boise State,1999,9,3,0,12,0.75,412
413,Boise State,2000,9,2,0,11,0.8181818181818182,413
414,Boise State,2001,8,4,0,12,0.6666666666666666,414
415,Boise State,2002,12,1,0,13,0.9230769230769231,415
416,Boise State,2003,13,1,0,14,0.9285714285714286,416
417,Boise State,2004,11,1,0,12,0.9166666666666666,417
418,Boise State,2005,9,4,0,13,0.6923076923076923,418
419,Boise State,2006,13,0,0,13,1.0,419
420,Boise State,2007,10,3,0,13,0.7692307692307693,420
421,Boise State,2008,12,1,0,13,0.9230769230769231,421
422,Boise State,2009,14,0,0,14,1.0,422
423,Boise State,2010,12,1,0,13,0.9230769230769231,423
424,Boise State,2011,12,1,0,13,0.9230769230769231,424
425,Boise State,2012,11,2,0,13,0.8461538461538461,425
426,Boise State,2013,8,5,0,13,0.6153846153846154,426
427,Boise State,2014,12,2,0,14,0.8571428571428571,427
428,Boise State,2015,9,4,0,13,0.6923076923076923,428
429,Boise State,2016,10,3,0,13,0.7692307692307693,429
430,Boise State,2017,11,3,0,14,0.7857142857142857,430
431,Boise State,2018,10,3,0,13,0.7692307692307693,431
432,Boise State,2019,12,2,0,14,0.8571428571428571,432
433,Boise State,2020,5,2,0,7,0.7142857142857143,433
434,Boise State,2021,7,5,0,12,0.5833333333333334,434
435,Boise State,2022,10,4,0,14,0.7142857142857143,435
436,Boise State,2023,8,6,0,14,0.5714285714285714,436
437,Boston College,1990,4,7,0,11,0.36363636363636365,437
438,Boston College,1991,4,7,0,11,0.36363636363636365,438
439,Boston College,1992,8,2,1,11,0.7727272727272727,439
440,Boston College,1993,8,3,0,11,0.7272727272727273,440
441,Boston College,1994,6,4,1,11,0.5909090909090909,441
442,Boston College,1995,4,8,0,12,0.3333333333333333,442
443,Boston College,1996,5,7,0,12,0.4166666666666667,443
444,Boston College,1997,4,7,0,11,0.36363636363636365,444
445,Boston College,1998,4,7,0,11,0.36363636363636365,445
446,Boston College,1999,8,3,0,11,0.7272727272727273,446
447,Boston College,2000,6,5,0,11,0.5454545454545454,447
448,Boston College,2001,7,4,0,11,0.6363636363636364,448
449,Boston College,2002,9,4,0,13,0.6923076923076923,449
450,Boston College,2003,8,5,0,13,0.6153846153846154,450
451,Boston College,2004,9,3,0,12,0.75,451
452,Boston College,2005,9,3,0,12,0.75,452
453,Boston College,2006,10,3,0,13,0.7692307692307693,453
454,Boston College,2007,11,3,0,14,0.7857142857142857,454
455,Boston College,2008,9,5,0,14,0.6428571428571429,455
456,Boston College,2009,8,6,0,14,0.5714285714285714,456
457,Boston College,2010,7,6,0,13,0.5384615384615384,457
458,Boston College,2011,4,8,0,12,0.3333333333333333,458
459,Boston College,2012,2,10,0,12,0.16666666666666666,459
460,Boston College,2013,7,6,0,13,0.5384615384615384,460
461,Boston College,2014,7,6,0,13,0.5384615384615384,461
462,Boston College,2015,3,9,0,12,0.25,462
463,Boston College,2016,7,6,0,13,0.5384615384615384,463
464,Boston College,2017,7,6,0,13,0.5384615384615384,464
465,Boston College,2018,7,5,0,12,0.5833333333333334,465
466,Boston College,2019,6,7,0,13,0.46153846153846156,466
467,Boston College,2020,6,5,0,11,0.5454545454545454,467
468,Boston College,2021,6,6,0,12,0.5,468
469,Boston College,2022,3,9,0,12,0.25,469
470,Boston College,2023,7,6,0,13,0.5384615384615384,470
471,Bowling Green,1990,3,5,2,10,0.4,471
472,Bowling Green,1991,10,1,0,11,0.9090909090909091,472
473,Bowling Green,1992,9,2,0,11,0.8181818181818182,473
474,Bowling Green,1993,6,3,2,11,0.6363636363636364,474
475,Bowling Green,1994,9,2,0,11,0.8181818181818182,475
476,Bowling Green,1995,5,6,0,11,0.45454545454545453,476
477,Bowling Green,1996,4,7,0,11,0.36363636363636365,477
478,Bowling Green,1997,3,8,0,11,0.2727272727272727,478
479,Bowling Green,1998,5,6,0,11,0.45454545454545453,479
480,Bowling Green,1999,5,6,0,11,0.45454545454545453,480
481,Bowling Green,2000,2,9,0,11,0.18181818181818182,481
482,Bowling Green,2001,8,3,0,11,0.7272727272727273,482
483,Bowling Green,2002,9,3,0,12,0.75,483
484,Bowling Green,2003,11,3,0,14,0.7857142857142857,484
485,Bowling Green,2004,9,3,0,12,0.75,485
