,cluster,position_level_two,count,cap_hit_pct_sum,pct,div_win_pct,conf_win_pct,w,l,pf,pa,net_pts
0,0,defensive_line,20,15.627,0.45385,0.47085,0.46375,7.4,8.9,351.7,391.4,-39.7
1,0,linebacker,19,15.463684210526315,0.5176315789473683,0.5306315789473685,0.5196842105263159,8.421052631578947,7.842105263157895,379.10526315789474,382.05263157894734,-2.9473684210526314
2,0,offensive_line,27,17.35814814814815,0.49959259259259253,0.5123703703703704,0.4938148148148148,8.11111111111111,8.074074074074074,384.6666666666667,386.8888888888889,-2.2222222222222223
3,0,quarterback,20,10.8415,0.56395,0.5333,0.5375,9.2,7.2,394.2,360.9,33.3
4,0,running_back,31,5.782258064516129,0.5383870967741936,0.5618064516129032,0.5389354838709678,8.774193548387096,7.548387096774194,363.0,361.06451612903226,1.935483870967742
5,0,secondary,23,18.475217391304348,0.5773478260869566,0.5580434782608696,0.5579565217391305,9.347826086956522,6.826086956521739,388.69565217391306,356.1304347826087,32.56521739130435
6,0,special_team,26,2.894230769230769,0.4801153846153846,0.5031538461538462,0.476,7.769230769230769,8.423076923076923,359.34615384615387,378.38461538461536,-19.03846153846154
7,0,tight_end,24,5.340416666666667,0.45016666666666666,0.45145833333333335,0.4479166666666667,7.333333333333333,8.958333333333334,365.5,388.75,-23.25
8,0,wide_receiver,23,11.631739130434784,0.442695652173913,0.4130869565217391,0.4311304347826087,7.217391304347826,9.043478260869565,345.39130434782606,385.4782608695652,-40.08695652173913
9,1,defensive_line,49,15.589183673469387,0.5970408163265306,0.612204081632653,0.5867346938775511,9.693877551020408,6.530612244897959,409.6734693877551,341.40816326530614,68.26530612244898
10,1,linebacker,51,13.468627450980392,0.5513921568627451,0.5702156862745098,0.5530392156862745,9.0,7.313725490196078,392.8235294117647,352.54901960784315,40.27450980392157
11,1,offensive_line,50,17.0848,0.5421199999999999,0.53996,0.54988,8.88,7.5,392.42,356.98,35.44
12,1,quarterback,61,9.335081967213116,0.5456229508196722,0.5750983606557377,0.5552622950819672,8.901639344262295,7.409836065573771,389.2295081967213,353.0983606557377,36.131147540983605
13,1,running_back,60,6.187166666666667,0.5444666666666667,0.55135,0.54645,8.9,7.416666666666667,395.01666666666665,353.3833333333333,41.63333333333333
14,1,secondary,56,17.263035714285714,0.5908214285714285,0.6294285714285713,0.5973750000000001,9.625,6.660714285714286,398.01785714285717,340.3392857142857,57.67857142857143
15,1,special_team,53,3.4228301886792454,0.558377358490566,0.5455471698113208,0.5636037735849057,9.09433962264151,7.188679245283019,385.9056603773585,347.0377358490566,38.867924528301884
16,1,tight_end,56,5.196785714285714,0.554375,0.5654285714285715,0.5535,9.053571428571429,7.267857142857143,394.625,352.0357142857143,42.589285714285715
17,1,wide_receiver,58,11.302586206896551,0.5609999999999999,0.5832586206896552,0.5660344827586207,9.120689655172415,7.155172413793103,397.17241379310343,353.12068965517244,44.05172413793103
18,10,defensive_line,41,16.20878048780488,0.4611951219512195,0.42278048780487804,0.4491463414634146,7.487804878048781,8.78048780487805,362.9024390243902,395.219512195122,-32.31707317073171
19,10,linebacker,35,14.103142857142858,0.5352285714285715,0.5237714285714286,0.5380857142857143,8.6,7.485714285714286,391.62857142857143,385.7142857142857,5.914285714285715
20,10,offensive_line,39,17.6225641025641,0.49328205128205127,0.47648717948717956,0.5021282051282051,8.051282051282051,8.282051282051283,368.87179487179486,377.43589743589746,-8.564102564102564
21,10,quarterback,28,9.888214285714286,0.54425,0.5655,0.5594642857142856,8.857142857142858,7.428571428571429,379.2142857142857,368.39285714285717,10.821428571428571
22,10,running_back,33,5.361515151515151,0.5205757575757576,0.510090909090909,0.5163939393939394,8.393939393939394,7.757575757575758,377.6060606060606,376.969696969697,0.6363636363636364
23,10,secondary,35,15.434285714285716,0.49037142857142857,0.469,0.4726,7.914285714285715,8.285714285714286,366.85714285714283,386.14285714285717,-19.285714285714285
24,10,special_team,45,3.014888888888889,0.4805777777777777,0.5,0.48788888888888887,7.7555555555555555,8.466666666666667,375.31111111111113,390.2,-14.88888888888889
25,10,tight_end,42,4.9973809523809525,0.5036666666666667,0.5019523809523809,0.5118809523809523,8.166666666666666,8.095238095238095,379.1190476190476,381.8095238095238,-2.6904761904761907
26,10,wide_receiver,36,11.3175,0.5108055555555555,0.4838055555555556,0.4895277777777778,8.277777777777779,7.944444444444445,382.6388888888889,379.5833333333333,3.0555555555555554
27,11,defensive_line,44,17.12590909090909,0.5292727272727272,0.5397272727272727,0.5349545454545455,8.636363636363637,7.681818181818182,379.34090909090907,360.3863636363636,18.954545454545453
28,11,linebacker,47,14.281063829787234,0.5743829787234043,0.5779787234042553,0.5779574468085107,9.319148936170214,6.914893617021277,392.63829787234044,343.9574468085106,48.680851063829785
29,11,offensive_line,48,16.960625,0.58575,0.62325,0.5824583333333333,9.5,6.708333333333333,395.5833333333333,346.4166666666667,49.166666666666664
30,11,quarterback,38,10.195526315789474,0.566078947368421,0.5525789473684211,0.5503684210526316,9.157894736842104,7.0,384.2631578947368,350.0263157894737,34.23684210526316
31,11,running_back,36,5.565277777777777,0.5738333333333334,0.5971944444444444,0.574,9.305555555555555,6.944444444444445,393.75,349.6388888888889,44.111111111111114
32,11,secondary,39,17.44923076923077,0.4931282051282051,0.4828461538461538,0.4829230769230769,8.025641025641026,8.256410256410257,374.2564102564103,366.15384615384613,8.102564102564102
33,11,special_team,48,3.15,0.5683333333333332,0.6058541666666667,0.5633333333333334,9.270833333333334,7.041666666666667,397.9791666666667,354.7291666666667,43.25
