,team,season,cap_hit_per_player_prop_active_defense,cap_hit_per_player_prop_active_offense,cap_hit_per_player_prop_active_special_team,cap_hit_per_player_prop_inactive_defense,cap_hit_per_player_prop_inactive_offense,cap_hit_per_player_prop_inactive_special_team,cap_hit_sum_active_defense,cap_hit_sum_active_offense,cap_hit_sum_active_special_team,cap_hit_sum_inactive_defense,cap_hit_sum_inactive_offense,cap_hit_sum_inactive_special_team,player_count_active_defense,player_count_active_offense,player_count_active_special_team,player_count_inactive_defense,player_count_inactive_offense,player_count_inactive_special_team,position_level_one_cap_hit_prop_active_defense,position_level_one_cap_hit_prop_active_offense,position_level_one_cap_hit_prop_active_special_team,position_level_one_cap_hit_prop_inactive_defense,position_level_one_cap_hit_prop_inactive_offense,position_level_one_cap_hit_prop_inactive_special_team,position_level_one_player_count_prop_active_defense,position_level_one_player_count_prop_active_offense,position_level_one_player_count_prop_active_special_team,position_level_one_player_count_prop_inactive_defense,position_level_one_player_count_prop_inactive_offense,position_level_one_player_count_prop_inactive_special_team,delta_position_level_one_player_count_prop_offense,ratio_position_level_one_player_count_prop_offense,total_position_level_one_player_count_prop_offense,log_ratio_position_level_one_player_count_prop_offense,delta_position_level_one_player_count_prop_defense,ratio_position_level_one_player_count_prop_defense,total_position_level_one_player_count_prop_defense,log_ratio_position_level_one_player_count_prop_defense,delta_position_level_one_player_count_prop_special_team,ratio_position_level_one_player_count_prop_special_team,total_position_level_one_player_count_prop_special_team,log_ratio_position_level_one_player_count_prop_special_team,delta_position_level_one_cap_hit_prop_offense,ratio_position_level_one_cap_hit_prop_offense,total_position_level_one_cap_hit_prop_offense,log_ratio_position_level_one_cap_hit_prop_offense,delta_position_level_one_cap_hit_prop_defense,ratio_position_level_one_cap_hit_prop_defense,total_position_level_one_cap_hit_prop_defense,log_ratio_position_level_one_cap_hit_prop_defense,delta_position_level_one_cap_hit_prop_special_team,ratio_position_level_one_cap_hit_prop_special_team,total_position_level_one_cap_hit_prop_special_team,log_ratio_position_level_one_cap_hit_prop_special_team,delta_cap_hit_per_player_prop_offense,ratio_cap_hit_per_player_prop_offense,total_cap_hit_per_player_prop_offense,log_ratio_cap_hit_per_player_prop_offense,delta_cap_hit_per_player_prop_defense,ratio_cap_hit_per_player_prop_defense,total_cap_hit_per_player_prop_defense,log_ratio_cap_hit_per_player_prop_defense,delta_cap_hit_per_player_prop_special_team,ratio_cap_hit_per_player_prop_special_team,total_cap_hit_per_player_prop_special_team,log_ratio_cap_hit_per_player_prop_special_team,w,l,pct,pf,pa,net_pts,div_win_pct,conf_win_pct,pc_1,pc_2,pc_3,label
0,arizona-cardinals,2011,0.9284960411868164,1.0995549391632982,0.6573365644690393,0.8570949805178115,1.226942693527567,0.4454332985105955,46212697.0,61041169.0,3775000.0,3327689.0,3969692.0,144117.0,26,29,3,12,10,1,0.4162223632906419,0.5497774695816492,0.0340001671277089,0.4471799898353799,0.5334533450119855,0.0193666651526345,0.4482758620689655,0.5,0.0517241379310344,0.5217391304347826,0.4347826086956521,0.0434782608695652,0.0652173913043478,1.1499973550060836,0.934782608695652,0.1397616423758037,-0.073463268365817,0.8591937555108192,0.970014992503748,-0.1517585922818752,0.0082458770614692,1.1896278109741407,0.0952023988005996,0.1736598274617828,0.0163241245696637,1.0305989157690654,1.083230814593635,0.030141923788978,-0.0309576265447379,0.9307693590549664,0.8634023531260219,-0.0717413644721679,0.0146335019750743,1.7555119246309292,0.0533668322803435,0.5627899205171473,-0.1273877543642685,0.8961739197680579,2.326497632690865,-0.1096198685010538,0.0714010606690049,1.0833046266602124,1.785591021704628,0.0800172858648851,0.2119032659584437,1.4757205870023575,1.1027698629796348,0.3891479253485738,8,8,0.5,312,348,-36,0.667,0.583,-1.8215418367635259,-0.5896306728163819,-0.5546394824759359,0
1,los-angeles-chargers,2013,0.738423679263626,1.2541792753148988,1.0616420451789594,0.8449270558027134,1.1780432647165695,0.0007444960269293,32763239.0,55646882.0,5652500.0,10581789.0,15807542.0,333.0,25,25,3,28,30,1,0.3483130562564273,0.5915939977900467,0.060092945953526,0.4009823315673894,0.599005049855883,1.2618576727615782e-05,0.4716981132075472,0.4716981132075472,0.0566037735849056,0.4745762711864407,0.5084745762711864,0.0169491525423728,-0.0367764630636392,0.9276711315549508,0.9801726894787336,-0.075075873107337,-0.0028781579788935,0.99393321561377,0.9462743843939878,-0.0060831420962899,0.0396546210425327,3.339425615398125,0.0735529261272785,1.2058164872727517,-0.0074110520658362,0.9876260814600796,1.1905990476459296,-0.0124494225819745,-0.0526692753109621,0.8686472200600429,0.7492953878238167,-0.1408153259702146,0.0600803273767983,4412.571677308201,0.0601055645302536,8.392229586008606,0.076136010598329,1.0646283105640744,2.4322225400314688,0.0626265314139315,-0.1065033765390874,0.8739485855539447,1.5833507350663394,-0.1347323774190927,1.06089754915203,1424.074719152859,1.0623865412058888,7.261278503847189,9,7,0.563,396,348,48,0.667,0.5,-1.4420703790117544,1.091637639057117,1.0661178736953478,0
2,los-angeles-chargers,2011,0.6371859630015122,1.3749817447802173,0.6405028001109573,1.6792849130651846,0.3207150869348155,0.0,32142683.0,74498425.0,3590000.0,9668875.0,1846592.0,0.0,27,29,3,12,12,0,0.2915935762888276,0.6758384847224796,0.0325679389886927,0.8396424565325922,0.1603575434674078,0.0,0.4576271186440678,0.4915254237288136,0.0508474576271186,0.5,0.5,0.0,-0.0084745762711864,0.9830488813598643,0.9915254237288136,-0.017094398876611,-0.0423728813559322,0.915252406783322,0.9576271186440678,-0.0885532121566475,0.0508474576271186,50847.45762711865,0.0508474576271186,,0.5154809412550718,4.214546167038746,0.8361960281898875,1.4385433943713255,-0.5480488802437645,0.3472826162345123,1.1312360328214195,-1.0576129450924066,0.0325679389886927,32567.93898869274,0.0325679389886927,,1.054266657845402,4.2872241237455535,1.6956968317150327,1.4556401933880867,-1.0420989500636724,0.3794386399862444,2.3164708760666968,-0.96906081228556,0.6405028001109573,640502.8001109574,0.6405028001109573,,8,8,0.5,406,377,29,0.5,0.583,-2.9857665840023713,1.2639721185499024,-0.6506696714718471,0
3,las-vegas-raiders,2023,0.7136417399979204,1.285020917212406,0.9156917699132552,1.1003920855977154,0.916241031481742,0.0486487193055868,51343388.0,96303760.0,8235000.0,40258073.0,27271215.0,60333.0,24,25,3,59,48,2,0.3293731107682709,0.6177985178905797,0.0528283713411493,0.5956250738556442,0.4034822890928771,0.0008926370514786,0.4615384615384615,0.4807692307692308,0.0576923076923076,0.5412844036697247,0.4403669724770642,0.018348623853211,0.0404022582921665,1.0917443157024114,0.9211362032462952,0.0877787867751079,-0.0797459421312631,0.8526711757039688,1.0028228652081863,-0.1593791307016586,0.0393436838390966,3.144059417992489,0.0760409315455187,1.1455321064240649,0.2143162287977025,1.5311625898547925,1.021280806983457,0.4260289281544589,-0.2662519630873733,0.5529863873086551,0.9249981846239153,-0.592418857775228,0.0519357342896706,59.11613809402461,0.053721008392628,4.079522880376936,0.368779885730664,1.4024906881146642,2.201261948694148,0.3382504970993836,-0.386750345599795,0.6485334643940278,1.814033825595636,-0.4330402725282416,0.8670430506076683,18.82213881156141,0.964340489218842,2.9350348654427543,8,9,0.471,332,331,1,0.667,0.5,-2.0769242892392663,0.9685415042389488,0.9093071443677772,0
4,las-vegas-raiders,2022,0.6453050113816203,1.3485902934210214,1.0508724599779822,1.3130759774538698,0.6589708102734633,0.0,37199323.0,77740983.0,7269445.0,53026666.0,24430302.0,0.0,25,25,3,61,56,0,0.3043891563120851,0.6361274968967083,0.0594833467912065,0.6845951677323595,0.3154048322676405,0.0,0.4716981132075472,0.4716981132075472,0.0566037735849056,0.5213675213675214,0.4786324786324786,0.0,-0.0069343654249314,0.9855100703679426,0.9503305918400258,-0.0145938139070931,-0.0496694081599742,0.9047307113408162,0.9930656345750686,-0.100115816092671,0.0566037735849056,56603.77358490566,0.0566037735849056,,0.3207226646290678,2.016853944403021,0.9515323291643488,0.7015404160668595,-0.3802060114202744,0.4446258548602992,0.9889843240444448,-0.8105188407980194,0.0594833467912065,59483.34679120654,0.0594833467912065,,0.6896194831475582,2.0465068040791867,2.007561103694485,0.7161350831989718,-0.6677709660722495,0.4914449209466021,1.9583809888354904,-0.7104038592017473,1.0508724599779822,1050872.4599779823,1.0508724599779822,,6,11,0.353,395,418,-23,0.5,0.417,-1.9747394870841244,1.6175479388209002,1.0644940914850891,0
5,las-vegas-raiders,2020,0.7619657277822686,1.330232705077247,0.2316797261707044,0.865618349541486,1.2976752032213046,0.1159359907357058,59633695.0,104107952.0,2175833.0,23512787.0,24458313.0,257075.0,25,25,3,49,34,4,0.3594177961237116,0.6274682571119089,0.0131139467643794,0.4875321738796875,0.5071374357416593,0.0053303903786531,0.4716981132075472,0.4716981132075472,0.0566037735849056,0.5632183908045977,0.3908045977011494,0.0459770114942528,0.0808935155063977,1.2069891423823889,0.8625027109086967,0.1881310665319983,-0.0915202775970505,0.8375033262503514,1.0349165040121449,-0.1773279236508391,0.0106267620906527,1.2311052989314464,0.1025807850791585,0.2079300493978218,0.1203308213702496,1.2372721389067554,1.1346056928535682,0.2129106620351545,-0.1281143777559759,0.737217107224806,0.8469499700033991,-0.304870065505596,0.0077835563857263,2.4597611191421414,0.0184443371430326,0.9001404909763325,0.0325575018559423,1.0250883092216112,2.6279079082985515,0.0247795159652569,-0.1036526217592174,0.8802549621676985,1.6275840773237549,-0.1275423713432946,0.1157437354349986,1.998324475221631,0.3476157169064103,0.6923133833458627,8,8,0.5,434,478,-44,0.667,0.5,-1.5331527854606124,1.2439448208463368,-0.8430125739599625,0
6,las-vegas-raiders,2019,0.7809467895766053,1.31490808416751,0.2331610100470777,0.8576238010829355,1.2180637169731148,0.0575217734470107,43832321.0,73802049.0,1635833.0,23102498.0,30672046.0,101055.0,24,24,3,46,43,3,0.3675043715654613,0.6187802749023577,0.013715353532181,0.4288119005414678,0.5693123894548253,0.0018757100037068,0.4705882352941176,0.4705882352941176,0.0588235294117647,0.5,0.4673913043478261,0.0326086956521739,0.0031969309462915,1.0068377911158617,0.9379795396419436,0.0068166444442449,-0.0294117647058823,0.9411745882390588,0.9705882352941176,-0.0606244968166928,0.0262148337595907,1.803866250062449,0.0914322250639386,0.5899492779837622,0.0494678854475323,1.0868886739075323,1.188092664357183,0.083320803067008,-0.0613075289760064,0.8570273214761233,0.7963162721069291,-0.1542827594712884,0.0118396435284741,7.308190133313357,0.0155910635358879,1.9890685636565564,0.0968443671943952,1.079505929237529,2.532971801140625,0.0765042240443926,-0.0766770115063301,0.9105925908281712,1.638570590659541,-0.0936584122006893,0.1756392366000669,4.0533687107743965,0.2906827834940885,1.399552604691476,7,9,0.438,313,419,-106,0.5,0.417,-1.4117143970222534,1.1375653894952584,-0.5752445092830658,0
7,las-vegas-raiders,2018,0.7597679224061096,1.3147013846852578,0.1944446201455537,0.7464488157015163,1.3076702142893293,0.7374172895175134,39652160.0,74331881.0,1268504.0,23493742.0,37654856.0,2469094.0,24,26,3,47,43,5,0.3440458516555968,0.6449478490908812,0.0110062992535219,0.3692957298733818,0.5918928338362228,0.0388114362903954,0.4528301886792453,0.490566037735849,0.0566037735849056,0.4947368421052631,0.4526315789473684,0.0526315789473684,0.0379344587884806,1.083806293565297,0.9431976166832174,0.0804812295359143,-0.0419066534260178,0.9152932121632584,0.9475670307845084,-0.0885086062573519,0.0039721946375372,1.0754512645391814,0.109235352532274,0.0727580209735389,0.0530550152546583,1.0896343435625964,1.236840682927104,0.0858437258504981,-0.0252498782177849,0.9316244196734628,0.7133415815289786,-0.0708226221139677,-0.0278051370368735,0.2835766137217604,0.0498177355439173,-1.2601820969849276,0.0070311703959284,1.0053760993735334,2.622371598974587,0.0053624603662016,0.0133191067045932,1.0178419318009702,1.506216738107626,0.0176859489827239,-0.5429726693719596,0.2636829366854695,0.9318619096630671,-1.333002752175414,4,12,0.25,290,467,-177,0.167,0.25,-2.478117769034492,0.676120506583449,-0.9083342988066695,0
8,las-vegas-raiders,2017,0.809167762543096,1.2563556397311293,0.4539716477147876,0.44300383488203,1.524352980021057,4.07876949146207,55106459.0,85561133.0,3710000.0,5185143.0,11469732.0,3410000.0,25,25,3,28,18,2,0.3816829068599509,0.5926205847788346,0.0256965083612143,0.2584189036811841,0.5716323675078963,0.1699487288109195,0.4716981132075472,0.4716981132075472,0.0566037735849056,0.5833333333333334,0.375,0.0416666666666666,0.0966981132075471,1.2578582809313767,0.8466981132075472,0.2294126176624467,-0.1116352201257862,0.8086239507147367,1.0550314465408803,-0.2124191822377263,0.0149371069182389,1.3584579630466227,0.0982704402515723,0.3063678722625418,0.0209882172709383,1.036714472009279,1.1642529522867309,0.0360582383570649,0.1232640031787667,1.4769872653881877,0.6401018105411351,0.3900070015401407,-0.1442522204497051,0.1512006435138444,0.1956452371721339,-1.8891086441660243,-0.2679973402899274,0.8241889063810327,2.780708619752186,-0.1933547240782115,0.366163927661066,1.8265438632482949,1.252171597425126,0.602426817720061,-3.624797843747282,0.1113011013159648,4.532741139176857,-2.195513922949138,6,10,0.375,301,373,-72,0.333,0.417,-1.204355883499376,0.9030758831801478,-0.3449413200848011,0
9,las-vegas-raiders,2014,0.790038114684784,1.1978486770113836,1.104981138633213,1.5976869496138462,0.4912820416986301,0.0099261285812868,29172014.0,44230345.0,4707834.0,34477142.0,11848821.0,6300.0,26,26,3,34,38,1,0.3734725633055343,0.5662557382235632,0.0602716984709025,0.7441281683132982,0.2557358573225745,0.0001359743641272,0.4727272727272727,0.4727272727272727,0.0545454545454545,0.4657534246575342,0.5205479452054794,0.0136986301369863,-0.0478206724782067,0.908132226722062,0.9932752179327522,-0.096363171457392,0.0069738480697384,1.014971082829467,0.938480697384807,0.0148622376471002,0.0408468244084682,3.981527530308469,0.0682440846824408,1.3816838804136802,0.3105198809009887,2.214212468832033,0.8219915955461378,0.7948985617157539,-0.3706556050077639,0.5018921165959354,1.1176007316188326,-0.6893674119963996,0.0601357241067752,440.0217431557055,0.0604076728350297,6.086840733351781,0.7065666353127535,2.4382048133999814,1.6891307187100135,0.8912628711378612,-0.8076488349290621,0.4944883729490059,2.38772506429863,-0.7042303751770357,1.0950550100519258,111.30924008742645,1.1149072672144995,4.712313179481399,3,13,0.188,253,452,-199,0.167,0.167,-1.1572744426669532,0.7975456282229626,0.8305036850793526,0
